"id_cliente","nome","endereco","telefone","email","data_nascimento"
2557,Cliente_2655,Endereço do Cliente_2655,+5511892579612,Cliente_2655@exemplo.com,1997-09-13
2558,Cliente_5857,Endereço do Cliente_5857,+5511455400743,Cliente_5857@exemplo.com,1974-10-05
2559,Cliente_4956,Endereço do Cliente_4956,+5511882530968,Cliente_49563076@exemplo.com,1975-03-02
2560,Cliente_535,Endereço do Cliente_535,+5511733249297,Cliente_5357461@exemplo.com,1981-07-13
2561,Cliente_9720,Endereço do Cliente_9720,+5511265979680,Cliente_9720@exemplo.com,1955-04-10
2562,Cliente_3493,Endereço do Cliente_3493,+5511649665252,Cliente_34931374@exemplo.com,1953-05-17
2563,Cliente_5177,Endereço do Cliente_5177,+5511352374945,Cliente_5177@exemplo.com,1960-01-09
2564,Cliente_5762,Endereço do Cliente_5762,+5511412569573,Cliente_5762@exemplo.com,1964-03-12
2565,Cliente_6273,Endereço do Cliente_6273,+5511838086286,Cliente_6273@exemplo.com,1974-03-08
2566,Cliente_1884,Endereço do Cliente_1884,+5511715997705,Cliente_18844679@exemplo.com,1999-02-04
2567,Cliente_9696,Endereço do Cliente_9696,+5511720546118,Cliente_9696@exemplo.com,1980-09-26
2568,Cliente_988,Endereço do Cliente_988,+5511814694176,Cliente_988@exemplo.com,1961-09-19
2569,Cliente_869,Endereço do Cliente_869,+5511364755938,Cliente_869@exemplo.com,1972-11-10
2570,Cliente_216,Endereço do Cliente_216,+5511854987578,Cliente_216@exemplo.com,1994-11-24
2571,Cliente_5995,Endereço do Cliente_5995,+5511493033691,Cliente_5995@exemplo.com,1985-01-15
2572,Cliente_7337,Endereço do Cliente_7337,+5511848038438,Cliente_7337@exemplo.com,1992-03-12
2573,Cliente_2534,Endereço do Cliente_2534,+5511893259927,Cliente_2534@exemplo.com,1987-10-20
2574,Cliente_8036,Endereço do Cliente_8036,+5511184996566,Cliente_8036@exemplo.com,1960-02-19
2575,Cliente_7285,Endereço do Cliente_7285,+5511353797312,Cliente_7285@exemplo.com,1999-08-11
2576,Cliente_5884,Endereço do Cliente_5884,+5511673706809,Cliente_5884@exemplo.com,1959-05-10
2577,Cliente_380,Endereço do Cliente_380,+5511443682980,Cliente_380@exemplo.com,1961-05-12
2578,Cliente_280,Endereço do Cliente_280,+5511698650399,Cliente_280@exemplo.com,1953-01-24
2579,Cliente_5154,Endereço do Cliente_5154,+5511588626926,Cliente_51541886@exemplo.com,1965-11-21
2580,Cliente_2725,Endereço do Cliente_2725,+5511320219910,Cliente_2725@exemplo.com,1973-05-16
2581,Cliente_3941,Endereço do Cliente_3941,+5511379599795,Cliente_3941@exemplo.com,1963-06-03
2582,Cliente_8669,Endereço do Cliente_8669,+5511428358246,Cliente_8669@exemplo.com,1989-12-29
2583,Cliente_2014,Endereço do Cliente_2014,+5511545256238,Cliente_2014@exemplo.com,1998-07-15
2584,Cliente_5113,Endereço do Cliente_5113,+5511635956152,Cliente_51134622@exemplo.com,1975-08-20
2585,Cliente_7204,Endereço do Cliente_7204,+5511478565881,Cliente_7204@exemplo.com,1984-02-08
2586,Cliente_1038,Endereço do Cliente_1038,+5511770689918,Cliente_10387468@exemplo.com,1988-12-20
2587,Cliente_3261,Endereço do Cliente_3261,+5511230698740,Cliente_3261@exemplo.com,1998-12-29
2588,Cliente_9365,Endereço do Cliente_9365,+5511720375080,Cliente_9365@exemplo.com,1951-11-14
2589,Cliente_32,Endereço do Cliente_32,+5511218094539,Cliente_32@exemplo.com,1996-06-22
2590,Cliente_4906,Endereço do Cliente_4906,+5511396724185,Cliente_4906@exemplo.com,1974-10-30
2591,Cliente_424,Endereço do Cliente_424,+5511580593428,Cliente_424@exemplo.com,1956-12-02
2592,Cliente_6163,Endereço do Cliente_6163,+5511788962278,Cliente_6163@exemplo.com,1973-11-28
2593,Cliente_3719,Endereço do Cliente_3719,+5511984448576,Cliente_3719@exemplo.com,1985-11-21
2594,Cliente_929,Endereço do Cliente_929,+5511649931236,Cliente_929@exemplo.com,1965-10-11
2595,Cliente_1189,Endereço do Cliente_1189,+5511579231573,Cliente_1189@exemplo.com,1974-11-22
2596,Cliente_9592,Endereço do Cliente_9592,+5511586356381,Cliente_9592@exemplo.com,2000-09-28
2597,Cliente_4747,Endereço do Cliente_4747,+5511345995029,Cliente_4747@exemplo.com,1999-09-07
2598,Cliente_4999,Endereço do Cliente_4999,+5511385819775,Cliente_4999@exemplo.com,1969-01-12
2599,Cliente_9958,Endereço do Cliente_9958,+5511765501377,Cliente_99585377@exemplo.com,1967-06-25
2600,Cliente_5994,Endereço do Cliente_5994,+5511958515096,Cliente_59944905@exemplo.com,1953-03-03
2601,Cliente_599,Endereço do Cliente_599,+5511285055257,Cliente_599@exemplo.com,1993-03-24
2602,Cliente_3526,Endereço do Cliente_3526,+5511842931612,Cliente_3526@exemplo.com,1974-11-10
2603,Cliente_7610,Endereço do Cliente_7610,+5511655872407,Cliente_7610@exemplo.com,1958-04-17
2604,Cliente_9174,Endereço do Cliente_9174,+5511675223119,Cliente_9174@exemplo.com,1998-12-19
2605,Cliente_5483,Endereço do Cliente_5483,+5511879703980,Cliente_5483@exemplo.com,1989-11-08
2606,Cliente_8972,Endereço do Cliente_8972,+5511446667582,Cliente_8972@exemplo.com,1961-12-14
2607,Cliente_6087,Endereço do Cliente_6087,+5511693465545,Cliente_6087@exemplo.com,1959-08-29
2608,Cliente_5703,Endereço do Cliente_5703,+5511959757667,Cliente_5703@exemplo.com,1962-01-15
2609,Cliente_7861,Endereço do Cliente_7861,+5511306909893,Cliente_7861@exemplo.com,1970-12-20
2610,Cliente_853,Endereço do Cliente_853,+5511631538121,Cliente_8539005@exemplo.com,1988-01-10
2611,Cliente_4383,Endereço do Cliente_4383,+5511288568460,Cliente_4383@exemplo.com,1983-03-14
2612,Cliente_6676,Endereço do Cliente_6676,+5511547660267,Cliente_66764293@exemplo.com,1969-05-19
2613,Cliente_4190,Endereço do Cliente_4190,+5511864337853,Cliente_4190@exemplo.com,1974-10-23
2614,Cliente_2817,Endereço do Cliente_2817,+5511522391346,Cliente_2817@exemplo.com,1992-02-25
2615,Cliente_5351,Endereço do Cliente_5351,+5511212291043,Cliente_5351@exemplo.com,1951-11-11
2616,Cliente_6980,Endereço do Cliente_6980,+5511644574258,Cliente_6980@exemplo.com,1955-01-06
2617,Cliente_1805,Endereço do Cliente_1805,+5511671850574,Cliente_1805@exemplo.com,1955-02-19
2618,Cliente_4670,Endereço do Cliente_4670,+5511247966225,Cliente_4670@exemplo.com,1961-04-23
2619,Cliente_9012,Endereço do Cliente_9012,+5511555779077,Cliente_9012@exemplo.com,1951-02-22
2620,Cliente_3268,Endereço do Cliente_3268,+5511440032516,Cliente_3268@exemplo.com,1992-10-30
2621,Cliente_122,Endereço do Cliente_122,+5511507154993,Cliente_122@exemplo.com,1971-09-12
2622,Cliente_2670,Endereço do Cliente_2670,+5511386698801,Cliente_26705297@exemplo.com,1988-12-03
2623,Cliente_9153,Endereço do Cliente_9153,+5511559189520,Cliente_91532397@exemplo.com,1985-12-08
2624,Cliente_8710,Endereço do Cliente_8710,+5511749971090,Cliente_87105286@exemplo.com,1972-08-25
2625,Cliente_858,Endereço do Cliente_858,+5511173218237,Cliente_858@exemplo.com,1969-03-15
2626,Cliente_9356,Endereço do Cliente_9356,+5511712457332,Cliente_9356@exemplo.com,1962-02-12
2627,Cliente_3237,Endereço do Cliente_3237,+5511457347549,Cliente_3237@exemplo.com,1958-05-04
2628,Cliente_5643,Endereço do Cliente_5643,+5511387196737,Cliente_5643@exemplo.com,1984-09-23
2629,Cliente_3177,Endereço do Cliente_3177,+5511468224215,Cliente_31777886@exemplo.com,1955-06-12
2630,Cliente_3134,Endereço do Cliente_3134,+5511158000541,Cliente_3134@exemplo.com,1952-05-23
2631,Cliente_7185,Endereço do Cliente_7185,+5511398376466,Cliente_71854406@exemplo.com,1964-12-15
2632,Cliente_894,Endereço do Cliente_894,+5511702815584,Cliente_894@exemplo.com,1961-01-04
2633,Cliente_9787,Endereço do Cliente_9787,+5511614664672,Cliente_9787@exemplo.com,1958-03-15
2634,Cliente_970,Endereço do Cliente_970,+5511168105618,Cliente_970@exemplo.com,1959-10-23
2635,Cliente_4472,Endereço do Cliente_4472,+5511532284675,Cliente_4472@exemplo.com,1987-06-22
2636,Cliente_1674,Endereço do Cliente_1674,+5511134775765,Cliente_16745857@exemplo.com,1970-01-18
2637,Cliente_2440,Endereço do Cliente_2440,+5511226294672,Cliente_2440@exemplo.com,1982-07-25
2638,Cliente_635,Endereço do Cliente_635,+5511466276472,Cliente_635@exemplo.com,1959-10-02
2639,Cliente_4304,Endereço do Cliente_4304,+5511988106595,Cliente_4304@exemplo.com,1980-01-02
2640,Cliente_9800,Endereço do Cliente_9800,+5511218006915,Cliente_9800@exemplo.com,1953-01-21
2641,Cliente_6415,Endereço do Cliente_6415,+5511618060048,Cliente_6415@exemplo.com,1952-06-22
2642,Cliente_4531,Endereço do Cliente_4531,+5511925662228,Cliente_4531@exemplo.com,1973-05-07
2643,Cliente_228,Endereço do Cliente_228,+5511463478527,Cliente_228@exemplo.com,1984-03-01
2644,Cliente_9640,Endereço do Cliente_9640,+5511832982369,Cliente_9640@exemplo.com,1975-03-19
2645,Cliente_3942,Endereço do Cliente_3942,+5511571100916,Cliente_39429104@exemplo.com,1969-03-05
2646,Cliente_4946,Endereço do Cliente_4946,+5511930812273,Cliente_4946@exemplo.com,1993-07-19
2647,Cliente_7001,Endereço do Cliente_7001,+5511438613304,Cliente_7001@exemplo.com,1977-10-28
2648,Cliente_6437,Endereço do Cliente_6437,+5511184076713,Cliente_6437@exemplo.com,1968-04-19
2649,Cliente_2029,Endereço do Cliente_2029,+5511806403793,Cliente_20294652@exemplo.com,1971-09-12
2650,Cliente_47,Endereço do Cliente_47,+5511678680873,Cliente_478982@exemplo.com,2000-05-25
2651,Cliente_685,Endereço do Cliente_685,+5511948570888,Cliente_685@exemplo.com,1966-02-07
2652,Cliente_6922,Endereço do Cliente_6922,+5511426790544,Cliente_6922@exemplo.com,1958-11-18
2653,Cliente_6257,Endereço do Cliente_6257,+5511856690751,Cliente_6257@exemplo.com,1981-05-20
2654,Cliente_5789,Endereço do Cliente_5789,+5511340040229,Cliente_5789@exemplo.com,1981-05-02
2655,Cliente_8671,Endereço do Cliente_8671,+5511586927009,Cliente_8671@exemplo.com,1950-09-17
2656,Cliente_537,Endereço do Cliente_537,+5511551003242,Cliente_537@exemplo.com,1977-09-17
2657,Cliente_4413,Endereço do Cliente_4413,+5511498773880,Cliente_4413@exemplo.com,1991-12-13
2658,Cliente_7814,Endereço do Cliente_7814,+5511905650812,Cliente_7814@exemplo.com,1954-04-30
2659,Cliente_1234,Endereço do Cliente_1234,+5511402540369,Cliente_1234@exemplo.com,1990-06-02
2660,Cliente_4601,Endereço do Cliente_4601,+5511995127393,Cliente_46011643@exemplo.com,1966-03-31
2661,Cliente_4303,Endereço do Cliente_4303,+5511719968852,Cliente_43031471@exemplo.com,1962-07-01
2662,Cliente_9806,Endereço do Cliente_9806,+5511687413466,Cliente_98065224@exemplo.com,1992-11-08
2663,Cliente_1151,Endereço do Cliente_1151,+5511261681908,Cliente_1151@exemplo.com,1982-09-09
2664,Cliente_829,Endereço do Cliente_829,+5511362923694,Cliente_829@exemplo.com,1952-10-11
2665,Cliente_6821,Endereço do Cliente_6821,+5511885918904,Cliente_68212038@exemplo.com,1957-09-19
2666,Cliente_361,Endereço do Cliente_361,+5511222756750,Cliente_361@exemplo.com,1986-04-11
2667,Cliente_4575,Endereço do Cliente_4575,+5511244294597,Cliente_45755012@exemplo.com,1950-12-30
2668,Cliente_330,Endereço do Cliente_330,+5511165677839,Cliente_330@exemplo.com,1977-11-27
2669,Cliente_9439,Endereço do Cliente_9439,+5511836600883,Cliente_9439@exemplo.com,1988-07-23
2670,Cliente_5885,Endereço do Cliente_5885,+5511859005707,Cliente_5885@exemplo.com,1966-11-28
2671,Cliente_3568,Endereço do Cliente_3568,+5511101074788,Cliente_3568@exemplo.com,1991-11-08
2672,Cliente_5526,Endereço do Cliente_5526,+5511336464169,Cliente_5526@exemplo.com,1964-01-28
2673,Cliente_3604,Endereço do Cliente_3604,+5511988374138,Cliente_36047721@exemplo.com,1965-04-22
2674,Cliente_811,Endereço do Cliente_811,+5511264330333,Cliente_811@exemplo.com,1959-08-31
2675,Cliente_8687,Endereço do Cliente_8687,+5511413937348,Cliente_86878605@exemplo.com,1961-12-12
2676,Cliente_9318,Endereço do Cliente_9318,+5511904829819,Cliente_9318@exemplo.com,1999-11-12
2677,Cliente_6578,Endereço do Cliente_6578,+5511965211284,Cliente_6578@exemplo.com,1995-04-25
2678,Cliente_7019,Endereço do Cliente_7019,+5511238054576,Cliente_7019@exemplo.com,1954-07-25
2679,Cliente_2341,Endereço do Cliente_2341,+5511228093218,Cliente_2341@exemplo.com,1980-12-14
2680,Cliente_6170,Endereço do Cliente_6170,+5511635977698,Cliente_6170@exemplo.com,1958-10-01
2681,Cliente_759,Endereço do Cliente_759,+5511604202758,Cliente_7598799@exemplo.com,1996-07-03
2682,Cliente_3267,Endereço do Cliente_3267,+5511759931326,Cliente_3267@exemplo.com,1959-08-28
2683,Cliente_7848,Endereço do Cliente_7848,+5511683382190,Cliente_7848@exemplo.com,1980-09-16
2684,Cliente_7115,Endereço do Cliente_7115,+5511526084722,Cliente_71151038@exemplo.com,1961-06-02
2685,Cliente_2142,Endereço do Cliente_2142,+5511963010094,Cliente_2142@exemplo.com,1968-08-06
2686,Cliente_1384,Endereço do Cliente_1384,+5511887109220,Cliente_1384@exemplo.com,1973-01-27
2687,Cliente_1,Endereço do Cliente_1,+5511206137924,Cliente_1@exemplo.com,2000-03-31
2688,Cliente_2402,Endereço do Cliente_2402,+5511279511052,Cliente_2402@exemplo.com,1971-09-05
2689,Cliente_8212,Endereço do Cliente_8212,+5511335594919,Cliente_8212@exemplo.com,1966-02-08
2690,Cliente_1751,Endereço do Cliente_1751,+5511495977488,Cliente_1751@exemplo.com,1950-01-07
2691,Cliente_9187,Endereço do Cliente_9187,+5511455664625,Cliente_9187@exemplo.com,1950-07-08
2692,Cliente_6844,Endereço do Cliente_6844,+5511274131495,Cliente_6844@exemplo.com,1991-08-14
2693,Cliente_634,Endereço do Cliente_634,+5511181621926,Cliente_634@exemplo.com,1992-07-09
2694,Cliente_3163,Endereço do Cliente_3163,+5511890089351,Cliente_3163@exemplo.com,1957-12-08
2695,Cliente_7794,Endereço do Cliente_7794,+5511660232848,Cliente_7794@exemplo.com,1979-09-30
2696,Cliente_689,Endereço do Cliente_689,+5511628502971,Cliente_689@exemplo.com,1957-04-08
2697,Cliente_8896,Endereço do Cliente_8896,+5511330152181,Cliente_8896@exemplo.com,1953-08-10
2698,Cliente_4556,Endereço do Cliente_4556,+5511636534655,Cliente_45562107@exemplo.com,1979-01-21
2699,Cliente_7710,Endereço do Cliente_7710,+5511564871513,Cliente_7710@exemplo.com,1975-11-16
2700,Cliente_8526,Endereço do Cliente_8526,+5511509582357,Cliente_8526@exemplo.com,1994-02-28
2701,Cliente_1682,Endereço do Cliente_1682,+5511268456771,Cliente_16821423@exemplo.com,1960-05-27
2702,Cliente_1694,Endereço do Cliente_1694,+5511566300109,Cliente_1694@exemplo.com,1978-12-08
2703,Cliente_1837,Endereço do Cliente_1837,+5511200453277,Cliente_1837@exemplo.com,1974-10-25
2704,Cliente_2128,Endereço do Cliente_2128,+5511293938663,Cliente_2128@exemplo.com,1977-08-04
2705,Cliente_3453,Endereço do Cliente_3453,+5511306630908,Cliente_34531281@exemplo.com,1981-01-29
2706,Cliente_6990,Endereço do Cliente_6990,+5511583005571,Cliente_6990@exemplo.com,1977-12-09
2707,Cliente_4750,Endereço do Cliente_4750,+5511215586730,Cliente_47505674@exemplo.com,1964-05-02
2708,Cliente_2488,Endereço do Cliente_2488,+5511984775253,Cliente_24882554@exemplo.com,1951-09-18
2709,Cliente_985,Endereço do Cliente_985,+5511325002881,Cliente_9857713@exemplo.com,1991-05-13
2710,Cliente_4815,Endereço do Cliente_4815,+5511625950422,Cliente_4815@exemplo.com,1999-10-16
2711,Cliente_6392,Endereço do Cliente_6392,+5511709741402,Cliente_6392@exemplo.com,1968-03-13
2712,Cliente_7405,Endereço do Cliente_7405,+5511378952039,Cliente_74052809@exemplo.com,1980-03-09
2713,Cliente_4790,Endereço do Cliente_4790,+5511576420954,Cliente_4790@exemplo.com,1974-04-11
2714,Cliente_156,Endereço do Cliente_156,+5511763043637,Cliente_1566385@exemplo.com,1994-02-06
2715,Cliente_6947,Endereço do Cliente_6947,+5511691789447,Cliente_6947@exemplo.com,1963-06-11
2716,Cliente_5525,Endereço do Cliente_5525,+5511775833390,Cliente_5525@exemplo.com,1957-08-12
2717,Cliente_2070,Endereço do Cliente_2070,+5511666090888,Cliente_2070@exemplo.com,2000-09-20
2718,Cliente_252,Endereço do Cliente_252,+5511230643979,Cliente_2525891@exemplo.com,1977-12-07
2719,Cliente_5362,Endereço do Cliente_5362,+5511930224280,Cliente_5362@exemplo.com,1978-02-13
2720,Cliente_5193,Endereço do Cliente_5193,+5511384964662,Cliente_5193@exemplo.com,1951-09-04
2721,Cliente_866,Endereço do Cliente_866,+5511897010105,Cliente_866@exemplo.com,1972-08-10
2722,Cliente_8314,Endereço do Cliente_8314,+5511274891459,Cliente_83143383@exemplo.com,1977-05-17
2723,Cliente_2315,Endereço do Cliente_2315,+5511225281726,Cliente_2315@exemplo.com,1962-06-03
2724,Cliente_3752,Endereço do Cliente_3752,+5511410877639,Cliente_3752@exemplo.com,1977-06-29
2725,Cliente_2648,Endereço do Cliente_2648,+5511418377829,Cliente_2648@exemplo.com,1967-08-01
2726,Cliente_4199,Endereço do Cliente_4199,+5511659376630,Cliente_4199@exemplo.com,1961-06-10
2727,Cliente_7194,Endereço do Cliente_7194,+5511438333962,Cliente_7194@exemplo.com,1998-08-04
2728,Cliente_8273,Endereço do Cliente_8273,+5511479342423,Cliente_8273@exemplo.com,1994-07-29
2729,Cliente_5905,Endereço do Cliente_5905,+5511982183512,Cliente_5905@exemplo.com,1962-04-12
2730,Cliente_9405,Endereço do Cliente_9405,+5511956296951,Cliente_9405@exemplo.com,1954-02-27
2731,Cliente_5199,Endereço do Cliente_5199,+5511204731680,Cliente_5199@exemplo.com,1998-08-18
2732,Cliente_3007,Endereço do Cliente_3007,+5511854332703,Cliente_30072966@exemplo.com,1953-02-14
2733,Cliente_2321,Endereço do Cliente_2321,+5511159111638,Cliente_2321@exemplo.com,1993-11-21
2734,Cliente_7200,Endereço do Cliente_7200,+5511820034635,Cliente_7200@exemplo.com,1969-07-22
2735,Cliente_2664,Endereço do Cliente_2664,+5511589445693,Cliente_2664@exemplo.com,1981-03-03
2736,Cliente_2925,Endereço do Cliente_2925,+5511159445442,Cliente_2925@exemplo.com,1975-03-28
2737,Cliente_7661,Endereço do Cliente_7661,+5511641531111,Cliente_7661@exemplo.com,1992-08-28
2738,Cliente_5856,Endereço do Cliente_5856,+5511277677643,Cliente_5856@exemplo.com,1969-01-02
2739,Cliente_7807,Endereço do Cliente_7807,+5511458823869,Cliente_7807@exemplo.com,1966-09-10
2740,Cliente_6039,Endereço do Cliente_6039,+5511484063791,Cliente_6039@exemplo.com,1992-01-17
2741,Cliente_1664,Endereço do Cliente_1664,+5511825902927,Cliente_16644562@exemplo.com,1965-09-26
2742,Cliente_5402,Endereço do Cliente_5402,+5511588013151,Cliente_54025751@exemplo.com,1956-02-12
2743,Cliente_8772,Endereço do Cliente_8772,+5511178652642,Cliente_87729038@exemplo.com,1985-07-22
2744,Cliente_7489,Endereço do Cliente_7489,+5511483542751,Cliente_7489@exemplo.com,1982-05-28
2745,Cliente_4804,Endereço do Cliente_4804,+5511353559686,Cliente_4804@exemplo.com,1984-03-18
2746,Cliente_3153,Endereço do Cliente_3153,+5511511878367,Cliente_3153@exemplo.com,1953-01-22
2747,Cliente_2998,Endereço do Cliente_2998,+5511217922865,Cliente_2998@exemplo.com,1972-08-18
2748,Cliente_7199,Endereço do Cliente_7199,+5511780583842,Cliente_7199@exemplo.com,1965-04-03
2749,Cliente_1925,Endereço do Cliente_1925,+5511626296188,Cliente_1925@exemplo.com,1986-09-16
2750,Cliente_1670,Endereço do Cliente_1670,+5511974668163,Cliente_1670@exemplo.com,1976-11-27
2751,Cliente_9888,Endereço do Cliente_9888,+5511379327010,Cliente_98888120@exemplo.com,1959-12-03
2752,Cliente_8414,Endereço do Cliente_8414,+5511109609923,Cliente_8414@exemplo.com,1950-06-16
2753,Cliente_7793,Endereço do Cliente_7793,+5511498579273,Cliente_7793@exemplo.com,1997-02-24
2754,Cliente_7513,Endereço do Cliente_7513,+5511154351891,Cliente_7513@exemplo.com,1956-03-26
2755,Cliente_7215,Endereço do Cliente_7215,+5511443914514,Cliente_72157667@exemplo.com,1964-06-29
2756,Cliente_9274,Endereço do Cliente_9274,+5511402830688,Cliente_92747705@exemplo.com,1983-05-13
2757,Cliente_954,Endereço do Cliente_954,+5511793622281,Cliente_954@exemplo.com,1955-07-20
2758,Cliente_8299,Endereço do Cliente_8299,+5511581810220,Cliente_82996255@exemplo.com,1987-10-24
2759,Cliente_3682,Endereço do Cliente_3682,+5511344111550,Cliente_3682@exemplo.com,1950-02-16
2760,Cliente_7707,Endereço do Cliente_7707,+5511737072874,Cliente_7707@exemplo.com,1962-07-10
2761,Cliente_3165,Endereço do Cliente_3165,+5511507575529,Cliente_3165@exemplo.com,1998-01-21
2762,Cliente_8458,Endereço do Cliente_8458,+5511605963732,Cliente_8458@exemplo.com,1964-03-02
2763,Cliente_2181,Endereço do Cliente_2181,+5511815727013,Cliente_21818971@exemplo.com,1995-03-08
2764,Cliente_5663,Endereço do Cliente_5663,+5511755440745,Cliente_5663@exemplo.com,1952-06-29
2765,Cliente_1247,Endereço do Cliente_1247,+5511640294409,Cliente_1247@exemplo.com,1969-06-21
2766,Cliente_1098,Endereço do Cliente_1098,+5511721700667,Cliente_10986268@exemplo.com,1961-07-25
2767,Cliente_2838,Endereço do Cliente_2838,+5511941952215,Cliente_28385542@exemplo.com,1997-06-27
2768,Cliente_2581,Endereço do Cliente_2581,+5511333987195,Cliente_2581@exemplo.com,1972-10-06
2769,Cliente_1097,Endereço do Cliente_1097,+5511670821798,Cliente_1097@exemplo.com,1952-03-01
2770,Cliente_5156,Endereço do Cliente_5156,+5511945635442,Cliente_51561565@exemplo.com,1988-04-08
2771,Cliente_6335,Endereço do Cliente_6335,+5511185567604,Cliente_6335@exemplo.com,1987-10-15
2772,Cliente_5674,Endereço do Cliente_5674,+5511830081922,Cliente_5674@exemplo.com,1987-12-04
2773,Cliente_6288,Endereço do Cliente_6288,+5511356565150,Cliente_6288@exemplo.com,1977-07-23
2774,Cliente_8229,Endereço do Cliente_8229,+5511211977891,Cliente_8229@exemplo.com,1954-02-26
2775,Cliente_1848,Endereço do Cliente_1848,+5511409943106,Cliente_18487546@exemplo.com,1968-08-15
2776,Cliente_7236,Endereço do Cliente_7236,+5511223037003,Cliente_7236@exemplo.com,2000-11-26
2777,Cliente_5912,Endereço do Cliente_5912,+5511266216389,Cliente_59123539@exemplo.com,1955-02-06
2778,Cliente_2818,Endereço do Cliente_2818,+5511536912438,Cliente_2818@exemplo.com,1968-11-11
2779,Cliente_2978,Endereço do Cliente_2978,+5511422418831,Cliente_2978@exemplo.com,1986-07-16
2780,Cliente_9489,Endereço do Cliente_9489,+5511531500198,Cliente_9489@exemplo.com,1953-05-30
2781,Cliente_4287,Endereço do Cliente_4287,+5511602466768,Cliente_4287@exemplo.com,1954-12-17
2782,Cliente_935,Endereço do Cliente_935,+5511696403303,Cliente_935@exemplo.com,1982-12-10
2783,Cliente_9940,Endereço do Cliente_9940,+5511595183842,Cliente_9940@exemplo.com,1964-04-23
2784,Cliente_2933,Endereço do Cliente_2933,+5511503974506,Cliente_2933@exemplo.com,1994-08-09
2785,Cliente_2246,Endereço do Cliente_2246,+5511562565386,Cliente_22469344@exemplo.com,1983-06-19
2786,Cliente_4519,Endereço do Cliente_4519,+5511434699934,Cliente_4519@exemplo.com,1989-04-28
2787,Cliente_2134,Endereço do Cliente_2134,+5511751365371,Cliente_2134@exemplo.com,1982-02-14
2788,Cliente_7592,Endereço do Cliente_7592,+5511461299676,Cliente_7592@exemplo.com,1962-08-04
2789,Cliente_167,Endereço do Cliente_167,+5511838814769,Cliente_167@exemplo.com,1995-05-09
2790,Cliente_5938,Endereço do Cliente_5938,+5511302805466,Cliente_5938@exemplo.com,1951-09-17
2791,Cliente_4403,Endereço do Cliente_4403,+5511141213267,Cliente_44033977@exemplo.com,1981-05-22
2792,Cliente_6229,Endereço do Cliente_6229,+5511699536038,Cliente_6229@exemplo.com,1966-01-08
2793,Cliente_5517,Endereço do Cliente_5517,+5511145725455,Cliente_5517@exemplo.com,1971-10-31
2794,Cliente_5461,Endereço do Cliente_5461,+5511106186614,Cliente_54614137@exemplo.com,1952-02-14
2795,Cliente_8359,Endereço do Cliente_8359,+5511291890752,Cliente_8359@exemplo.com,1986-08-10
2796,Cliente_5480,Endereço do Cliente_5480,+5511318684462,Cliente_5480@exemplo.com,1974-08-25
2797,Cliente_9775,Endereço do Cliente_9775,+5511319248758,Cliente_9775@exemplo.com,1994-09-23
2798,Cliente_5873,Endereço do Cliente_5873,+5511294091857,Cliente_5873@exemplo.com,1973-09-21
2799,Cliente_4809,Endereço do Cliente_4809,+5511711205968,Cliente_4809@exemplo.com,1979-08-03
2800,Cliente_9224,Endereço do Cliente_9224,+5511745662027,Cliente_9224@exemplo.com,1995-12-30
2801,Cliente_1593,Endereço do Cliente_1593,+5511349379031,Cliente_1593@exemplo.com,1952-08-07
2802,Cliente_8240,Endereço do Cliente_8240,+5511933648240,Cliente_8240@exemplo.com,1982-12-27
2803,Cliente_1505,Endereço do Cliente_1505,+5511254614444,Cliente_15053220@exemplo.com,1964-01-06
2804,Cliente_3128,Endereço do Cliente_3128,+5511521053886,Cliente_31283613@exemplo.com,1998-06-01
2805,Cliente_8461,Endereço do Cliente_8461,+5511300637005,Cliente_8461@exemplo.com,1957-07-14
2806,Cliente_7041,Endereço do Cliente_7041,+5511180072558,Cliente_7041@exemplo.com,1996-01-10
2807,Cliente_3155,Endereço do Cliente_3155,+5511988563030,Cliente_3155@exemplo.com,1986-10-14
2808,Cliente_2279,Endereço do Cliente_2279,+5511825740704,Cliente_2279@exemplo.com,1987-10-01
2809,Cliente_6711,Endereço do Cliente_6711,+5511798900452,Cliente_67116917@exemplo.com,1952-06-28
2810,Cliente_4613,Endereço do Cliente_4613,+5511750466735,Cliente_4613@exemplo.com,1987-07-17
2811,Cliente_4454,Endereço do Cliente_4454,+5511667125206,Cliente_4454@exemplo.com,1992-08-02
2812,Cliente_8969,Endereço do Cliente_8969,+5511344489362,Cliente_8969@exemplo.com,1979-11-24
2813,Cliente_7473,Endereço do Cliente_7473,+5511536694495,Cliente_7473@exemplo.com,1966-10-24
2814,Cliente_1011,Endereço do Cliente_1011,+5511740114041,Cliente_1011@exemplo.com,1994-12-23
2815,Cliente_4009,Endereço do Cliente_4009,+5511156787426,Cliente_4009@exemplo.com,1995-01-09
2816,Cliente_2632,Endereço do Cliente_2632,+5511419918284,Cliente_2632@exemplo.com,1955-03-10
2817,Cliente_2355,Endereço do Cliente_2355,+5511891793536,Cliente_2355@exemplo.com,1973-07-14
2818,Cliente_5743,Endereço do Cliente_5743,+5511549987117,Cliente_5743@exemplo.com,1995-08-28
2819,Cliente_4756,Endereço do Cliente_4756,+5511355478173,Cliente_4756@exemplo.com,1973-05-13
2820,Cliente_9370,Endereço do Cliente_9370,+5511577973093,Cliente_9370@exemplo.com,1999-04-26
